OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,15380,6.2,23.68,49250,1.9,13.86,17.52,22.4,28.74,36.02,28830,36440,46590,59790,74910,,
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,10390,6.2,33.87,70440,1.6,20.87,26.85,33.75,39.8,48.61,43410,55850,70200,82790,101110,,
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,55200,3.0,30.46,63350,0.6,18.83,24.05,29.81,36.12,42.29,39160,50030,62010,75130,87970,,
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,23070,3.2,39.98,83150,0.8,26.29,33.09,41.03,47.78,52.94,54680,68820,85340,99390,110110,,
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,10230,10.4,19.83,41250,2.4,12.92,15.81,19.02,23.44,27.67,26860,32880,39570,48750,57550,,
49-2097,Audiovisual Equipment Installers and Repairers,detailed,25760,5.6,21.57,44850,1.6,12.81,16.23,19.93,26.18,31.79,26640,33760,41460,54450,66120,,
49-2098,Security and Fire Alarm Systems Installers,detailed,68920,2.8,25.07,52150,0.7,15.52,18.87,24.49,30.31,36.87,32280,39240,50940,63050,76690,,
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1553160,0.5,23.76,49420,0.3,13.02,16.6,22.37,29.38,37.15,27070,34520,46530,61120,77280,,
49-3010,Aircraft Mechanics and Service Technicians,broad,128300,1.9,33.19,69040,0.9,18.74,24.89,31.94,41.06,49.94,38970,51760,66440,85400,103880,,
49-3011,Aircraft Mechanics and Service Technicians,detailed,128300,1.9,33.19,69040,0.9,18.74,24.89,31.94,41.06,49.94,38970,51760,66440,85400,103880,,
49-3020,Automotive Technicians and Repairers,broad,775710,0.6,22.63,47060,0.3,12.57,15.87,21.19,28.01,34.9,26150,33020,44080,58250,72590,,
49-3021,Automotive Body and Related Repairers,detailed,137120,1.4,23.77,49430,0.7,13.51,16.91,21.8,28.63,37.12,28090,35170,45350,59560,77210,,
49-3022,Automotive Glass Installers and Repairers,detailed,18490,6.5,19.07,39660,1.8,12.8,14.73,18.13,22.63,27.29,26610,30640,37710,47070,56760,,
49-3023,Automotive Service Technicians and Mechanics,detailed,620110,0.8,22.48,46760,0.3,12.4,15.66,21.18,28.04,34.59,25790,32570,44050,58330,71940,,
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,253010,1.1,25.04,52090,0.4,15.78,19.32,24.13,29.95,36.76,32820,40180,50200,62290,76460,,
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,253010,1.1,25.04,52090,0.4,15.78,19.32,24.13,29.95,36.76,32820,40180,50200,62290,76460,,
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,205720,1.3,26.5,55110,0.4,16.47,20.45,25.66,31.35,38.37,34260,42540,53370,65210,79810,,
49-3041,Farm Equipment Mechanics and Service Technicians,detailed,35720,2.3,21.81,45350,0.7,13.78,16.83,21.09,25.99,30.88,28670,35000,43880,54050,64220,,
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,147680,1.5,27.4,57000,0.5,17.43,21.45,26.61,31.87,38.94,36250,44610,55350,66290,81000,,
49-3043,Rail Car Repairers,detailed,22310,5.4,28.01,58250,2.0,16.88,21.23,27.74,35.18,39.79,35110,44160,57710,73170,82760,,
49-3050,Small Engine Mechanics,broad,65430,2.2,19.88,41360,0.6,12.27,14.91,18.76,24.08,29.76,25510,31010,39020,50080,61910,,
49-3051,Motorboat Mechanics and Service Technicians,detailed,20440,4.5,21.87,45490,1.2,13.03,16.08,20.83,26.7,31.84,27110,33450,43320,55540,66230,,
49-3052,Motorcycle Mechanics,detailed,13490,4.8,19.42,40390,1.1,12.22,14.47,18.28,23.61,29.3,25420,30090,38010,49100,60940,,
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,31500,3.1,18.79,39090,0.7,11.71,14.46,18.04,22.68,27.61,24350,30070,37530,47180,57420,,
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,124990,2.4,16.06,33400,0.5,10.78,12.71,14.91,18.36,23.31,22420,26440,31010,38190,48490,,
49-3091,Bicycle Repairers,detailed,11290,8.6,16.12,33530,1.7,11.41,13.22,15.69,18.65,22.23,23740,27490,32630,38790,46240,,
49-3092,Recreational Vehicle Service Technicians,detailed,15150,5.2,21.05,43790,1.2,13.14,15.91,19.48,24.97,30.32,27340,33090,40520,51950,63060,,
49-3093,Tire Repairers and Changers,detailed,98560,2.7,15.28,31790,0.6,10.58,12.37,14.45,17.47,20.78,22010,25730,30060,36340,43230,,
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,2932770,0.4,23.87,49650,0.2,13.32,16.8,22.26,29.48,37.73,27710,34950,46290,61330,78480,,
49-9010,Control and Valve Installers and Repairers,broad,73340,3.0,27.46,57120,1.0,14.86,18.76,25.27,35.34,44.63,30910,39020,52560,73500,92830,,
49-9011,Mechanical Door Repairers,detailed,22680,5.6,21.8,45350,1.2,13.63,16.7,20.78,25.69,31.28,28340,34740,43220,53440,65060,,
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,50660,3.7,30.0,62400,1.2,15.84,20.64,29.13,38.82,47.2,32940,42930,60580,80750,98180,,
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,344020,1.3,25.68,53410,0.5,15.34,18.9,24.32,30.94,38.86,31910,39320,50590,64350,80820,,
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,344020,1.3,25.68,53410,0.5,15.34,18.9,24.32,30.94,38.86,31910,39320,50590,64350,80820,,
49-9030,Home Appliance Repairers,broad,27640,4.3,21.06,43810,1.1,12.02,15.47,20.0,25.44,31.56,25000,32170,41610,52920,65640,,
49-9031,Home Appliance Repairers,detailed,27640,4.3,21.06,43810,1.1,12.02,15.47,20.0,25.44,31.56,25000,32170,41610,52920,65640,,
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,496380,0.8,27.3,56790,0.2,16.92,21.01,26.4,32.14,39.4,35200,43690,54920,66850,81950,,
49-9041,Industrial Machinery Mechanics,detailed,385980,0.9,27.57,57350,0.2,17.17,21.28,26.68,32.39,39.64,35720,44270,55490,67370,82450,,
49-9043,"Maintenance Workers, Machinery",detailed,65240,1.6,24.98,51960,0.5,15.47,19.02,24.08,29.96,36.44,32170,39560,50100,62310,75800,,
49-9044,Millwrights,detailed,44400,3.2,28.4,59080,0.8,17.52,21.63,27.53,34.05,40.24,36450,44990,57260,70820,83690,,
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,760,16.6,26.48,55080,2.6,17.4,21.42,26.26,30.79,36.8,36190,44560,54610,64040,76550,,
49-9050,Line Installers and Repairers,broad,237420,1.7,32.66,67940,0.6,17.1,22.08,32.71,42.37,49.73,35570,45930,68030,88130,103440,,
49-9051,Electrical Power-Line Installers and Repairers,detailed,114930,1.7,35.78,74410,0.6,18.8,26.08,36.07,45.47,52.11,39090,54250,75030,94580,108380,,
49-9052,Telecommunications Line Installers and Repairers,detailed,122480,2.9,29.74,61860,1.1,16.43,19.74,28.3,39.44,47.04,34180,41060,58870,82030,97840,,
49-9060,Precision Instrument and Equipment Repairers,broad,71430,2.3,25.88,53830,0.6,14.31,18.07,24.4,31.9,39.91,29760,37590,50740,66350,83010,,
49-9061,Camera and Photographic Equipment Repairers,detailed,3320,10.6,20.55,42740,2.1,12.17,15.02,19.39,24.87,30.48,25310,31230,40330,51730,63400,,
49-9062,Medical Equipment Repairers,detailed,48510,2.8,26.49,55090,0.7,14.99,18.6,24.81,32.66,40.73,31180,38700,51610,67930,84720,,
49-9063,Musical Instrument Repairers and Tuners,detailed,7070,7.1,19.12,39770,1.5,11.5,14.07,17.7,23.06,29.27,23930,29270,36810,47970,60890,,
49-9064,Watch and Clock Repairers,detailed,2430,14.1,23.35,48560,5.8,10.95,15.84,21.77,28.54,36.57,22780,32960,45290,59370,76060,,
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10100,4.4,30.05,62500,1.2,18.36,23.74,29.53,35.62,41.88,38180,49380,61420,74090,87100,,
49-9070,"Maintenance and Repair Workers, General",broad,1357630,0.5,21.05,43790,0.2,12.56,15.4,19.64,25.55,31.53,26130,32020,40850,53150,65590,,
49-9071,"Maintenance and Repair Workers, General",detailed,1357630,0.5,21.05,43790,0.2,12.56,15.4,19.64,25.55,31.53,26130,32020,40850,53150,65590,,
49-9080,Wind Turbine Service Technicians,broad,5860,11.1,28.53,59340,1.5,19.47,22.25,27.03,33.13,40.18,40490,46270,56230,68920,83580,,
49-9081,Wind Turbine Service Technicians,detailed,5860,11.1,28.53,59340,1.5,19.47,22.25,27.03,33.13,40.18,40490,46270,56230,68920,83580,,
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,319050,1.3,20.91,43490,0.4,12.06,14.59,18.8,25.5,32.46,25090,30360,39100,53040,67510,,
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,25080,3.2,19.09,39710,1.4,10.95,14.08,18.07,23.29,29.29,22770,29280,37580,48440,60930,,
49-9092,Commercial Divers,detailed,3460,13.8,34.54,71850,5.8,17.4,20.95,26.35,37.12,53.43,36200,43570,54800,77220,111130,,
49-9094,Locksmiths and Safe Repairers,detailed,16180,6.1,22.23,46240,1.2,13.02,16.2,21.0,27.81,33.25,27080,33690,43690,57850,69170,,
49-9095,Manufactured Building and Mobile Home Installers,detailed,2900,10.1,17.48,36360,2.1,11.22,13.4,16.89,20.62,25.1,23330,27870,35120,42890,52200,,
49-9096,Riggers,detailed,21700,4.4,25.49,53020,1.2,15.62,18.6,24.45,30.27,37.59,32480,38680,50850,62960,78200,,
49-9097,Signal and Track Switch Repairers,detailed,7250,7.8,36.53,75970,2.7,22.66,31.38,36.64,40.57,46.63,47130,65270,76210,84390,96990,,
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,91430,2.0,16.33,33960,0.5,10.4,12.79,15.27,18.93,24.05,21640,26590,31760,39370,50030,,
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,151050,2.1,22.19,46160,0.6,13.01,15.9,20.42,27.26,33.48,27060,33070,42480,56690,69640,,
51-0000,Production Occupations,major,8519410,0.3,20.08,41760,0.2,11.85,14.12,18.0,24.0,31.41,24650,29360,37440,49910,65330,,
51-1000,Supervisors of Production Workers,minor,599900,0.4,32.12,66800,0.2,18.27,23.32,30.22,38.83,49.28,37990,48500,62850,80770,102510,,
51-1010,First-Line Supervisors of Production and Operating Workers,broad,599900,0.4,32.12,66800,0.2,18.27,23.32,30.22,38.83,49.28,37990,48500,62850,80770,102510,,
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,599900,0.4,32.12,66800,0.2,18.27,23.32,30.22,38.83,49.28,37990,48500,62850,80770,102510,,
51-2000,Assemblers and Fabricators,minor,1724470,0.8,18.05,37550,0.4,11.65,13.69,16.81,21.11,26.94,24230,28480,34970,43920,56030,,
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,38460,2.9,26.69,55510,2.3,15.96,19.28,25.56,34.08,40.16,33200,40100,53160,70890,83530,,
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,38460,2.9,26.69,55510,2.3,15.96,19.28,25.56,34.08,40.16,33200,40100,53160,70890,83530,,
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,296380,1.5,18.66,38810,0.9,12.38,14.29,17.53,22.01,27.28,25750,29720,36460,45780,56740,,
51-2021,"Coil Winders, Tapers, and Finishers",detailed,12580,6.1,19.37,40280,1.9,12.95,14.94,18.26,22.74,27.96,26930,31070,37970,47300,58150,,
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,283800,1.6,18.63,38750,0.9,12.36,14.26,17.49,21.97,27.24,25700,29660,36390,45700,56670,,
51-2030,Engine and Other Machine Assemblers,broad,41510,5.3,22.69,47190,1.8,14.87,17.4,22.0,28.15,31.61,30930,36200,45770,58540,65740,,
51-2031,Engine and Other Machine Assemblers,detailed,41510,5.3,22.69,47190,1.8,14.87,17.4,22.0,28.15,31.61,30930,36200,45770,58540,65740,,
51-2040,Structural Metal Fabricators and Fitters,broad,69550,2.7,21.51,44750,1.0,13.82,16.58,20.09,25.04,30.74,28750,34480,41780,52080,63950,,
51-2041,Structural Metal Fabricators and Fitters,detailed,69550,2.7,21.51,44750,1.0,13.82,16.58,20.09,25.04,30.74,28750,34480,41780,52080,63950,,
51-2050,Fiberglass Laminators and Fabricators,broad,18800,5.7,18.41,38280,1.2,12.54,14.68,17.76,21.58,25.0,26090,30530,36950,44890,52010,,
51-2051,Fiberglass Laminators and Fabricators,detailed,18800,5.7,18.41,38280,1.2,12.54,14.68,17.76,21.58,25.0,26090,30530,36950,44890,52010,,
51-2060,Timing Device Assemblers and Adjusters,broad,1000,14.5,18.96,39430,4.9,13.05,14.33,17.39,22.74,28.33,27140,29800,36170,47300,58930,,
51-2061,Timing Device Assemblers and Adjusters,detailed,1000,14.5,18.96,39430,4.9,13.05,14.33,17.39,22.74,28.33,27140,29800,36170,47300,58930,,
51-2090,Miscellaneous Assemblers and Fabricators,broad,1258780,0.9,17.3,35980,0.4,11.28,13.34,16.13,19.8,25.2,23470,27740,33550,41190,52410,,
51-2090,Miscellaneous Assemblers and Fabricators,detailed,1258780,0.9,17.3,35980,0.4,11.28,13.34,16.13,19.8,25.2,23470,27740,33550,41190,52410,,
51-3000,Food Processing Workers,minor,777500,1.1,15.69,32640,0.3,10.63,12.61,14.88,18.28,22.32,22110,26220,30960,38030,46420,,
51-3010,Bakers,broad,168890,1.9,14.93,31060,0.5,10.13,11.93,14.13,17.31,20.82,21070,24810,29400,36000,43310,,
51-3011,Bakers,detailed,168890,1.9,14.93,31060,0.5,10.13,11.93,14.13,17.31,20.82,21070,24810,29400,36000,43310,,
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,367970,1.9,15.56,32370,0.5,10.74,12.76,14.94,18.09,21.31,22330,26540,31080,37630,44320,,
51-3021,Butchers and Meat Cutters,detailed,142220,3.0,16.65,34630,0.8,10.68,12.96,15.82,19.68,24.25,22210,26950,32900,40930,50440,,
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,147760,3.2,14.81,30800,0.9,10.63,12.54,14.51,17.19,19.25,22100,26070,30190,35760,40050,,
51-3023,Slaughterers and Meat Packers,detailed,77980,3.3,15.0,31210,0.8,11.14,13.0,14.76,17.3,19.23,23170,27050,30710,35980,40000,,
51-3090,Miscellaneous Food Processing Workers,broad,240640,1.6,16.43,34170,0.4,10.97,12.98,15.36,19.21,23.82,22810,26990,31950,39950,49540,,
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,19010,4.4,17.01,35370,1.6,10.83,13.01,15.62,19.91,25.45,22530,27060,32480,41410,52940,,
51-3092,Food Batchmakers,detailed,153270,2.0,16.81,34970,0.6,11.0,13.06,15.72,19.89,24.32,22890,27170,32710,41370,50580,,
51-3093,Food Cooking Machine Operators and Tenders,detailed,26530,4.4,16.43,34180,0.9,11.09,13.02,15.87,19.07,23.24,23070,27080,33010,39670,48330,,
51-3099,"Food Processing Workers, All Other",detailed,41840,3.6,14.75,30680,0.6,10.81,12.31,14.24,16.78,19.26,22480,25600,29620,34890,40060,,
51-4000,Metal Workers and Plastic Workers,minor,1691060,0.5,20.93,43540,0.2,13.15,15.79,19.6,24.87,30.82,27350,32840,40770,51740,64110,,
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,117530,2.2,19.86,41310,0.8,13.04,15.52,18.96,23.69,28.69,27120,32270,39430,49270,59680,,
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,69300,2.7,18.75,38990,0.7,12.82,14.83,18.05,22.28,26.32,26660,30850,37530,46330,54750,,
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,13730,4.9,20.9,43480,1.6,13.55,16.25,19.92,25.2,30.07,28180,33790,41430,52420,62550,,
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,34500,4.9,21.69,45110,1.4,13.99,16.85,20.96,25.44,30.56,29100,35050,43600,52910,63570,,
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,297430,1.2,18.99,39500,0.4,12.81,14.81,18.07,22.53,27.27,26650,30810,37590,46860,56720,,
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,179300,1.6,18.58,38650,0.6,12.69,14.63,17.78,21.94,26.26,26400,30440,36980,45630,54630,,
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,9090,6.0,20.58,42800,1.7,13.12,15.54,19.13,24.54,30.44,27300,32310,39780,51050,63320,,
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,69570,2.4,18.65,38800,0.5,12.78,14.57,17.73,22.03,26.34,26580,30310,36880,45820,54790,,
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,23710,3.8,20.72,43100,0.8,13.47,16.2,19.9,24.44,29.67,28020,33690,41380,50840,61710,,
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,15760,5.2,21.6,44920,1.5,13.59,16.51,20.74,25.25,30.84,28270,34340,43150,52520,64150,,
51-4040,Machinists,broad,360340,1.2,22.98,47800,0.4,14.06,17.26,22.04,27.85,33.2,29240,35900,45840,57930,69050,,
51-4041,Machinists,detailed,360340,1.2,22.98,47800,0.4,14.06,17.26,22.04,27.85,33.2,29240,35900,45840,57930,69050,,
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,22490,4.2,21.57,44860,1.1,14.05,16.8,20.67,25.85,30.68,29220,34940,43000,53780,63800,,
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,15290,5.1,22.12,46000,1.4,14.3,17.21,21.45,26.81,31.04,29750,35790,44610,55770,64570,,
51-4052,"Pourers and Casters, Metal",detailed,7200,6.4,20.41,42440,1.4,13.69,16.11,19.31,24.16,29.41,28480,33500,40170,50250,61160,,
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,5800,5.7,26.26,54630,1.6,15.27,19.07,24.83,32.96,39.41,31760,39660,51650,68560,81960,,
51-4061,"Model Makers, Metal and Plastic",detailed,3400,7.7,27.97,58180,2.2,15.84,20.28,26.33,35.68,41.23,32950,42180,54780,74210,85770,,
51-4062,"Patternmakers, Metal and Plastic",detailed,2400,8.4,23.83,49570,2.2,14.5,17.89,23.16,29.3,35.4,30160,37220,48160,60940,73640,,
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,171110,1.9,17.4,36190,0.5,11.34,13.36,16.14,20.26,25.36,23590,27790,33560,42140,52760,,
51-4071,Foundry Mold and Coremakers,detailed,16090,6.3,18.45,38370,1.4,12.06,14.52,17.86,22.09,26.12,25080,30190,37140,45940,54330,,
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,155020,1.9,17.29,35960,0.5,11.3,13.28,15.91,20.04,25.28,23500,27620,33100,41680,52570,,
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,134660,2.0,19.13,39800,1.0,12.5,14.62,18.03,22.91,28.39,26000,30410,37510,47650,59050,,
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,134660,2.0,19.13,39800,1.0,12.5,14.62,18.03,22.91,28.39,26000,30410,37510,47650,59050,,
51-4110,Tool and Die Makers,broad,61190,2.1,26.69,55520,0.5,16.75,20.91,26.33,31.84,38.02,34840,43500,54760,66220,79090,,
51-4111,Tool and Die Makers,detailed,61190,2.1,26.69,55520,0.5,16.75,20.91,26.33,31.84,38.02,34840,43500,54760,66220,79090,,
51-4120,"Welding, Soldering, and Brazing Workers",broad,430700,0.9,22.25,46280,0.3,14.55,17.23,21.05,25.64,31.61,30270,35840,43790,53330,65760,,
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,397550,0.9,22.45,46690,0.3,14.73,17.37,21.25,25.88,31.85,30640,36140,44190,53820,66250,,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,33150,3.1,19.86,41320,1.2,13.46,15.69,18.95,23.44,28.2,27990,32630,39410,48750,58660,,
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,89810,2.1,19.26,40060,0.7,12.51,14.46,17.89,23.03,28.85,26030,30070,37210,47910,60000,,
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,16550,3.7,20.04,41680,1.2,13.13,15.61,19.0,23.44,28.7,27310,32460,39530,48760,59700,,
51-4192,"Layout Workers, Metal and Plastic",detailed,7570,4.4,24.51,50980,1.8,14.7,19.5,25.14,29.45,32.61,30580,40570,52300,61260,67830,,
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,38470,3.3,17.76,36950,0.7,12.27,13.96,16.75,20.31,25.07,25530,29040,34850,42240,52140,,
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6080,12.1,21.0,43670,1.6,12.92,16.07,19.74,25.26,30.57,26880,33430,41060,52530,63600,,
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,21140,5.0,18.98,39490,1.3,12.22,14.0,17.08,22.44,29.66,25430,29120,35520,46680,61700,,
51-5100,Printing Workers,minor,230720,1.2,19.18,39890,0.5,12.05,14.29,18.08,23.15,28.6,25070,29720,37600,48160,59480,,
51-5110,Printing Workers,broad,230720,1.2,19.18,39890,0.5,12.05,14.29,18.08,23.15,28.6,25070,29720,37600,48160,59480,,
51-5111,Prepress Technicians and Workers,detailed,28010,3.0,20.85,43370,1.0,12.87,15.66,19.91,24.96,30.72,26760,32570,41410,51910,63890,,
51-5112,Printing Press Operators,detailed,160270,1.4,19.32,40200,0.5,12.08,14.39,18.21,23.31,28.86,25120,29940,37880,48480,60040,,
51-5113,Print Binding and Finishing Workers,detailed,42450,3.0,17.51,36430,0.8,11.53,13.52,16.47,20.81,25.07,23980,28110,34260,43280,52150,,
51-6000,"Textile, Apparel, and Furnishings Workers",minor,491520,0.9,14.38,29920,0.3,9.63,11.33,13.47,16.18,19.9,20030,23560,28020,33660,41390,,
51-6010,Laundry and Dry-Cleaning Workers,broad,179890,1.3,12.79,26600,0.4,9.2,10.52,12.24,14.44,16.98,19130,21890,25470,30030,35310,,
51-6011,Laundry and Dry-Cleaning Workers,detailed,179890,1.3,12.79,26600,0.4,9.2,10.52,12.24,14.44,16.98,19130,21890,25470,30030,35310,,
51-6020,"Pressers, Textile, Garment, and Related Materials",broad,31980,4.0,12.53,26050,0.8,9.16,10.54,12.3,14.22,15.58,19060,21910,25580,29580,32410,,
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,31980,4.0,12.53,26050,0.8,9.16,10.54,12.3,14.22,15.58,19060,21910,25580,29580,32410,,
51-6030,Sewing Machine Operators,broad,116520,1.9,14.14,29420,0.5,9.74,11.63,13.57,15.91,19.13,20270,24190,28230,33080,39790,,
51-6031,Sewing Machine Operators,detailed,116520,1.9,14.14,29420,0.5,9.74,11.63,13.57,15.91,19.13,20270,24190,28230,33080,39790,,
51-6040,Shoe and Leather Workers,broad,11450,9.1,15.12,31460,1.4,10.01,12.38,14.7,17.84,19.99,20820,25750,30580,37110,41580,,
51-6041,Shoe and Leather Workers and Repairers,detailed,7380,9.3,15.13,31480,1.3,10.12,12.29,14.69,17.86,19.96,21050,25570,30550,37160,41510,,
51-6042,Shoe Machine Operators and Tenders,detailed,4080,19.0,15.11,31430,2.2,10.01,12.66,14.72,17.8,20.13,20810,26340,30630,37020,41880,,
51-6050,"Tailors, Dressmakers, and Sewers",broad,24260,5.5,16.97,35300,1.4,10.08,12.21,15.44,20.49,27.17,20960,25410,32120,42630,56520,,
51-6051,"Sewers, Hand",detailed,3410,10.0,14.8,30790,1.9,10.11,11.87,14.42,17.51,19.57,21040,24690,30000,36420,40710,,
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,20860,6.1,17.33,36040,1.6,10.07,12.29,15.69,21.6,27.91,20940,25570,32640,44920,58050,,
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,64220,2.4,15.33,31900,0.7,10.88,12.84,14.75,17.66,20.23,22620,26700,30680,36730,42090,,
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,7260,7.6,15.19,31600,1.1,11.11,13.0,14.55,17.44,20.14,23100,27050,30260,36280,41880,,
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,12650,4.9,14.85,30890,1.1,10.24,12.2,14.38,17.34,19.96,21300,25380,29910,36070,41520,,
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,18830,4.2,15.56,32370,1.2,10.81,12.65,14.95,18.01,21.09,22480,26310,31090,37450,43860,,
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,25480,3.5,15.45,32130,1.0,11.39,13.08,14.85,17.58,19.97,23680,27220,30890,36570,41530,,
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,63200,3.3,18.22,37890,0.9,11.01,13.36,16.69,21.32,27.65,22900,27800,34720,44350,57510,,
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,15840,5.9,18.83,39170,1.3,12.87,14.86,17.87,22.23,27.6,26770,30910,37160,46230,57420,,
51-6092,Fabric and Apparel Patternmakers,detailed,4670,13.3,27.83,57880,3.8,13.08,16.46,23.88,37.01,49.36,27210,34230,49680,76970,102660,,
51-6093,Upholsterers,detailed,26180,3.8,18.21,37870,0.9,11.34,13.9,17.43,21.62,26.27,23590,28920,36250,44970,54630,,
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,16510,7.8,14.94,31070,2.1,9.89,11.52,13.77,16.68,22.15,20570,23970,28650,34700,46070,,
51-7000,Woodworkers,minor,240750,1.3,17.24,35850,0.4,11.15,13.32,16.25,19.94,24.9,23190,27710,33800,41470,51800,,
51-7010,Cabinetmakers and Bench Carpenters,broad,93300,2.2,18.7,38900,0.7,12.17,14.2,17.65,22.36,27.63,25310,29530,36710,46500,57460,,
51-7011,Cabinetmakers and Bench Carpenters,detailed,93300,2.2,18.7,38900,0.7,12.17,14.2,17.65,22.36,27.63,25310,29530,36710,46500,57460,,
51-7020,Furniture Finishers,broad,15590,3.9,16.84,35040,0.9,11.69,13.44,15.85,19.19,24.04,24310,27950,32970,39910,50000,,
51-7021,Furniture Finishers,detailed,15590,3.9,16.84,35040,0.9,11.69,13.44,15.85,19.19,24.04,24310,27950,32970,39910,50000,,
51-7030,"Model Makers and Patternmakers, Wood",broad,990,25.4,29.93,62250,2.4,17.98,24.47,30.88,36.37,39.77,37400,50890,64240,75660,82720,,
51-7031,"Model Makers, Wood",detailed,800,31.1,30.1,62600,2.5,18.45,25.08,30.79,36.37,39.77,38380,52160,64050,75650,82710,,
